#Дата учета;Код бумаги;Наименование;Эмитент;ISIN;Рег. номер;Дата начала размещения
2020-05-08;RU000A101JD7;ДОМ.РФ Ипотечный агент 05-001P;Общество с ограниченной ответственностью "ДОМ.РФ Ипотечный агент";RU000A101JD7;4-05-00307-R-001P;2020-03-18
2020-05-08;RU000A101JE5;СберИОС 001Р-239R IMOEX_asn 4Г;Публичное акционерное общество "Сбербанк России";RU000A101JE5;4B02-235-01481-B-001P;2020-03-31
2020-05-08;RU000A101JF2;Онлайн Микрофинанс БО-02;Общество с ограниченной ответственностью "Онлайн Микрофинанс";RU000A101JF2;4B02-02-00459-R;2020-03-18
2020-05-08;RU000A101JT3;Банк ВТБ (ПАО) Б-1-62;Банк ВТБ (публичное акционерное общество);RU000A101JT3;4B02-63-01000-B-001P;2020-03-25
2020-05-08;RU000A101JW7;СберИОС 001Р-229R 5Г CDX 100%;Публичное акционерное общество "Сбербанк России";RU000A101JW7;4B02-234-01481-B-001P;2020-03-26
2020-05-08;RU000A101K30;ГрузовичкоФ-Центр ООО БО-П04;Общество с ограниченной ответственностью "ГрузовичкоФ-Центр";RU000A101K30;4B02-04-00337-R-001P;2020-03-27
2020-05-08;RU000A101K97;СберИОС 001Р-240R USDRUB О.У.;Публичное акционерное общество "Сбербанк России";RU000A101K97;4B02-240-01481-B-001P;2020-04-13
2020-05-08;RU000A101KA1;Банк ВТБ (ПАО) Б-1-54;Банк ВТБ (публичное акционерное общество);RU000A101KA1;4B025401000B001P;2020-03-31
2020-05-08;RU000A101KC7;Банк ВТБ (ПАО) Б-1-60;Банк ВТБ (публичное акционерное общество);RU000A101KC7;4B026001000B001P;2020-03-31
2020-05-08;RU000A101KD5;СберИОС 001Р-243R 2Y TopBrands;Публичное акционерное общество "Сбербанк России";RU000A101KD5;4B02-242-01481-B-001P;2020-04-14
2020-05-08;RU000A101KE3;Банк ВТБ (ПАО) Б-1-65;Банк ВТБ (публичное акционерное общество);RU000A101KE3;4B02-62-01000-B-001P;2020-03-31
2020-05-08;RU000A101KF0;СберИОС 001Р-244R 5Г DEF ИНД;Публичное акционерное общество "Сбербанк России";RU000A101KF0;4B02-243-01481-B-001P;2020-04-17
2020-05-08;RU000A101KG8;СберИОС 001Р-247R 6m DGTUSDRUB;Публичное акционерное общество "Сбербанк России";RU000A101KG8;4B02-245-01481-B-001P;2020-04-24
2020-05-08;RU000A101KH6;СберИОС 001Р-242R 5Y Cloud;Публичное акционерное общество "Сбербанк России";RU000A101KH6;4B02-241-01481-B-001P;2020-04-06
2020-05-08;RU000A101KJ2;Калита 001Р-01;Общество с ограниченной ответственностью "Калита";RU000A101KJ2;4B02-01-00524-R;2020-03-31
2020-05-08;RU000A101KK0;РОСНАНО АО БО-002P-04;акционерное общество "РОСНАНО";RU000A101KK0;4B02-04-55477-E-002P;2020-03-31
2020-05-08;RU000A101KR5;КОБР-32;Центральный Банк Российской Федерации;RU000A101KR5;4-32-22BR2-0;2020-04-14
2020-05-08;RU000A101KU9;Ломбард Мастер БО-П08;Общество с ограниченной ответственностью "Ломбард "Мастер";RU000A101KU9;4B02-08-36516-R-001P;2020-04-09
2020-05-08;RU000A101L13;СберИОС 001Р-251R 2Y TopBrands;Публичное акционерное общество "Сбербанк России";RU000A101L13;4B02-248-01481-B-001P;2020-04-28
2020-05-08;RU000A101L21;СберИОС 001Р-250R 5Y США-ШВЕЙЦ;Публичное акционерное общество "Сбербанк России";RU000A101L21;4B02-247-01481-B-001P;2020-04-21
2020-05-08;RU000A101LB7;СберИОС 001Р-245R 5Г БТЕХ ИНД;Публичное акционерное общество "Сбербанк России";RU000A101LB7;4B02-249-01481-B-001P;2020-04-30
2020-05-08;RU000A101LF8;СберИОС 001Р-252R 5Y США-ШВЕЙЦ;Публичное акционерное общество "Сбербанк России";RU000A101LF8;4B02-252-01481-B-001P;2020-04-28
2020-05-08;RU000A101LH4;ИКС 5 ФИНАНС 001P-10;Общество с ограниченной ответственностью "ИКС 5 ФИНАНС";RU000A101LH4;4B02-10-36241-R-001P;2020-04-21
2020-05-08;RU000A101LJ0;ЕвроХим МХК АО БО-001Р-08;Акционерное общество "Минерально-химическая компания "ЕвроХим";RU000A101LJ0;4B02-08-31153-H-001P;2020-04-21
2020-05-08;RU000A101LK8;Банк ВТБ (ПАО) Б-1-57;Банк ВТБ (публичное акционерное общество);RU000A101LK8;4B025701000B001P;2020-04-21
2020-05-08;RU000A101LL6;Банк ВТБ (ПАО) Б-1-61;Банк ВТБ (публичное акционерное общество);RU000A101LL6;4B026101000B001P;2020-04-21
2020-05-08;RU000A101LQ5;ТМК 001P-01;Публичное акционерное общество "Трубная Металлургическая Компания";RU000A101LQ5;4B02-01-29031-H-001P;2020-04-23
2020-05-08;RU000A101LV5;СофтЛайн Трейд 001P-03;Акционерное общество "СофтЛайн Трейд";RU000A101LV5;4B02-03-45848-H-001P;2020-04-23
2020-05-08;RU000A101LX1;ФСК ЕЭС ПАО БО 001P-05R;Публичное акционерное общество "Федеральная сетевая компания Единой энергетической системы";RU000A101LX1;4B02-05-65018-D-001P;2020-04-29
2020-05-08;RU000A101LY9;Ростелеком ПАО 002P-04R;Публичное акционерное общество "Ростелеком";RU000A101LY9;4B02-04-00124-A-002P;2020-04-24
2020-05-08;RU000A101M04;РЖД ОАО БО 001Р-20R;Открытое акционерное общество "Российские железные дороги";RU000A101M04;4B02-20-65045-D-001P;2020-04-24
2020-05-08;RU000A101M53;Банк ВТБ (ПАО) Б-1-63;Банк ВТБ (публичное акционерное общество);RU000A101M53;4B02-64-01000-B-001P;2020-04-27
2020-05-08;RU000A101MB5;Совкомбанк БО-П02;Публичное акционерное общество "Совкомбанк";RU000A101MB5;4B02-03-00963-B-001P;2020-04-29
2020-05-08;RU000A101MC3;Магнит ПАО БО-002Р-02;Публичное акционерное общество "Магнит";RU000A101MC3;4B02-02-60525-P-002P;2020-04-29
2020-05-08;RU000A101MG4;Российские сети ПАО БО-001Р-02;Публичное акционерное общество "Российские сети";RU000A101MG4;4B02-02-55385-E-001P;2020-04-30
2020-05-08;RU000A101MT7;Детский мир ПАО БО-06;Публичное акционерное общество "Детский мир";RU000A101MT7;4B02-06-00844-A;2020-05-07
2020-05-08;RU000A101MW1;Банк ВТБ (ПАО) Б-1-66;Банк ВТБ (публичное акционерное общество);RU000A101MW1;4B02-66-01000-B-001P;2020-05-07
2020-05-08;RU000A101MY7;Банк ВТБ (ПАО) Б-1-67;Банк ВТБ (публичное акционерное общество);RU000A101MY7;4B02-67-01000-B-001P;2020-05-07
