#Дата учета;Код бумаги;Наименование;Эмитент;ISIN;Рег. номер;Дата начала размещения
2020-05-08;RU000A0ZZZ17;Нижнекамскнефтехим об. 001Р-01;Публичное Акционерное Общество "Нижнекамскнефтехим";RU000A0ZZZ17;4B02-01-00096-A-001P;2018-12-20
2020-05-08;RU000A0ZZZ25;РосДорБанк ПАО об. 02;"Российский акционерный коммерческий дорожный банк" (публичное акционерное общество);RU000A0ZZZ25;40201573B;2018-12-20
2020-05-08;RU000A0ZZZ41;Сбербанк ПАО ИОС 001P-46R;Публичное акционерное общество "Сбербанк России";RU000A0ZZZ41;4B024301481B001P;2018-12-21
2020-05-08;RU000A0ZZZ66;АЛЬФА-БАНК АО БО 002Р-03;АКЦИОНЕРНОЕ ОБЩЕСТВО "АЛЬФА-БАНК";RU000A0ZZZ66;4B020301326B002P;2018-12-21
2020-05-08;RU000A0ZZZN8;Совкомбанк лизинг об. БО-П01;Общество с ограниченной ответственностью "Совкомбанк Лизинг";RU000A0ZZZN8;4B02-01-00303-R-001P;2018-12-25
2020-05-08;RU000A0ZZZP3;ВЭБ.РФ ПБО-001Р-12;государственная корпорация развития "ВЭБ.РФ";RU000A0ZZZP3;4B02-134-00004-T-001P;2018-12-25
2020-05-08;RU000A0ZZZQ1;СФО МОС МСП 1 об. 01;Общество с ограниченной ответственностью "Специализированное финансовое общество МОС МСП 1";RU000A0ZZZQ1;4-01-00436-R;2018-12-26
2020-05-08;RU000A0ZZZU3;СофтЛайн Трейд 001P-02;Акционерное общество "СофтЛайн Трейд";RU000A0ZZZU3;4B02-02-45848-H-001P;2018-12-26
2020-05-08;RU000A100030;Автодор ГК БО-002Р-01;Государственная компания "Российские автомобильные дороги";RU000A100030;4B02-01-00011-T-002P;2018-12-27
2020-05-08;RU000A100048;Автодор ГК БО-002Р-02;Государственная компания "Российские автомобильные дороги";RU000A100048;4B02-02-00011-T-002P;2018-12-27
2020-05-08;RU000A100089;Банк ВТБ (ПАО) Б-1-13;Банк ВТБ (публичное акционерное общество);RU000A100089;4B021201000B001P;2018-12-28
2020-05-08;RU000A1000J1;Сбербанк ПАО ИОС 001P-48R;Публичное акционерное общество "Сбербанк России";RU000A1000J1;4B024901481B001P;2019-01-31
2020-05-08;RU000A1000V6;Ред Софт ООО БО 001Р-02;Общество с ограниченной ответственностью "Ред Софт";RU000A1000V6;4B02-02-00372-R-001P;2019-05-16
2020-05-08;RU000A100188;Сбербанк ПАО ИОС 001P-53R;Публичное акционерное общество "Сбербанк России";RU000A100188;4B025001481B001P;2019-01-17
2020-05-08;RU000A100196;Сбербанк ПАО ИОС 001P-54R;Публичное акционерное общество "Сбербанк России";RU000A100196;4B025101481B001P;2019-01-17
2020-05-08;RU000A1001L5;ЮАИЗ БО 1-001;Акционерное общество "Южноуральский арматурно-изоляторный завод";RU000A1001L5;4B02-01-34339-E-001P;2019-01-23
2020-05-08;RU000A1001M3;Сбербанк ПАО ИОС 001P-49R;Публичное акционерное общество "Сбербанк России";RU000A1001M3;4B025301481B001P;2019-02-15
2020-05-08;RU000A1001T8;ММЦБ ПАО БО-П01-01;Публичное акционерное общество "Международный Медицинский Центр Обработки и Криохранения Биоматериалов";RU000A1001T8;4B02-01-85932-H-001P;2019-01-25
2020-05-08;RU000A100220;РОСБАНК ПАО обл. БО-002P-04;Публичное акционерное общество РОСБАНК;RU000A100220;4B020302272B002P;2019-01-29
2020-05-08;RU000A100238;Мобильные ТелеСистемы 001P-07;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A100238;4B02-07-04715-A-001P;2019-01-29
2020-05-08;RU000A100295;Сбербанк ПАО ИОС 001P-55R;Публичное акционерное общество "Сбербанк России";RU000A100295;4B025501481B001P;2019-01-31
2020-05-08;RU000A1002C2;РЖД ОАО БО 001Р-12R;Открытое акционерное общество "Российские железные дороги";RU000A1002C2;4B02-12-65045-D-001P;2019-02-01
2020-05-08;RU000A1002E8;ГПБ (АО) БО 001Р-05Р;"Газпромбанк" (Акционерное общество);RU000A1002E8;4B020500354B001P;2019-01-31
2020-05-08;RU000A1002L3;ИКС 5 ФИНАНС 001P-04;Общество с ограниченной ответственностью "ИКС 5 ФИНАНС";RU000A1002L3;4B02-04-36241-R-001P;2019-02-04
2020-05-08;RU000A1002P4;МегаФон ПАО БО-001P-05;Публичное акционерное общество "МегаФон";RU000A1002P4;4B02-05-00822-J-001P;2019-02-04
2020-05-08;RU000A1002U4;Магнит ПАО БО-003Р-01;Публичное акционерное общество "Магнит";RU000A1002U4;4B02-01-60525-P-003P;2019-02-05
2020-05-08;RU000A100303;Нафтатранс плюс ООО БО-01;Общество с ограниченной ответственностью Топливная Компания "Нафтатранс плюс";RU000A100303;4B02-01-00318-R;2019-02-06
2020-05-08;RU000A1003A4;ГТЛК БО 001P-13;публичное акционерное общество "Государственная транспортная лизинговая компания";RU000A1003A4;4B02-13-32432-H-001P;2019-02-08
2020-05-08;RU000A1003C0;КАМАЗ ПАО БО-П01;Публичное акционерное общество "КАМАЗ";RU000A1003C0;4B02-01-55010-D-001P;2019-02-08
2020-05-08;RU000A1003E6;АПРИ Флай Плэнинг АО БО-П01;Акционерное общество АПРИ "Флай Плэнинг";RU000A1003E6;4B02-01-00364-R-001P;2019-02-12
2020-05-08;RU000A1003G1;Сбербанк ПАО ИОС 001P-57R;Публичное акционерное общество "Сбербанк России";RU000A1003G1;4B025601481B001P;2019-02-28
2020-05-08;RU000A1003H9;Сбербанк ПАО ИОС 001P-58R;Публичное акционерное общество "Сбербанк России";RU000A1003H9;4B025701481B001P;2019-02-28
2020-05-08;RU000A1003L1;Фольксваген Банк РУС БО 1P-03;Общество с ограниченной ответственностью "Фольксваген Банк РУС";RU000A1003L1;4B020303500B001P;2019-02-13
2020-05-08;RU000A1003N7;ИК Фридом Финанс ООО БО-01;Общество с ограниченной ответственностью Инвестиционная компания "Фридом Финанс";RU000A1003N7;4B02-01-00430-R;2019-02-14
2020-05-08;RU000A1003Q0;РН БАНК АО БО-001Р-04;Акционерное общество "РН Банк";RU000A1003Q0;4B020400170B001P;2019-02-14
2020-05-08;RU000A100436;Тойота Банк АО БО-001P-02;Акционерное общество "Тойота Банк";RU000A100436;4B020203470B001P;2019-02-19
2020-05-08;RU000A100444;Сбербанк ПАО ИОС 001P-60R;Публичное акционерное общество "Сбербанк России";RU000A100444;4B025801481B001P;2019-02-19
2020-05-08;RU000A100451;Сбербанк ПАО ИОС 001P-61R;Публичное акционерное общество "Сбербанк России";RU000A100451;4B025901481B001P;2019-02-19
2020-05-08;RU000A1004A2;НПК АО ПБО-02;Акционерное общество "Новая перевозочная компания";RU000A1004A2;4B02-02-08551-A-001P;2019-02-21
2020-05-08;RU000A1004G9;Магнит ПАО БО-003Р-02;Публичное акционерное общество "Магнит";RU000A1004G9;4B02-02-60525-P-003P;2019-02-26
2020-05-08;RU000A1004K1;АО ЛК Европлан БО-05;Акционерное общество "Лизинговая компания "Европлан";RU000A1004K1;4B02-05-56453-P;2019-02-27
2020-05-08;RU000A1004L9;Правоурмийское ООО БО-01;Общество с ограниченной ответственностью "Правоурмийское";RU000A1004L9;4B02-01-36417-R;2019-02-27
2020-05-08;RU000A1004M7;Сбербанк ПАО ИОС 001P-59R;Публичное акционерное общество "Сбербанк России";RU000A1004M7;4B026101481B001P;2019-03-14
2020-05-08;RU000A1004N5;Сбербанк ПАО ИОС 001P-64R;Публичное акционерное общество "Сбербанк России";RU000A1004N5;4B026301481B001P;2019-03-28
2020-05-08;RU000A1004S4;РЕСО-Лизинг ООО БО-П-02;Общество с ограниченной ответственностью "РЕСО-Лизинг";RU000A1004S4;4B02-02-36419-R-001P;2019-02-28
2020-05-08;RU000A1004U0;ВЭБ.РФ ПБО-001Р-15;государственная корпорация развития "ВЭБ.РФ";RU000A1004U0;4B02-152-00004-T-001P;2019-02-28
2020-05-08;RU000A1004W6;ДОМ.РФ АО 001Р-05R;Акционерное общество "ДОМ.РФ";RU000A1004W6;4B02-05-00739-A-001P;2019-03-01
2020-05-08;RU000A1004Z9;НЗРМ ООО БО-П01;Общество с ограниченной ответственностью "Новосибирский Завод Резки Металла";RU000A1004Z9;4B02-01-00418-R-001P;2019-03-01
2020-05-08;RU000A100535;БЭЛТИ-ГРАНД ООО БО-П01;Общество с ограниченной ответственностью "БЭЛТИ-ГРАНД";RU000A100535;4B02-01-00417-R-001P;2019-03-05
2020-05-08;RU000A100576;Сбербанк ПАО ИОС 001P-62R;Публичное акционерное общество "Сбербанк России";RU000A100576;4B026401481B001P;2019-03-05
2020-05-08;RU000A100584;Инвестторгстрой ООО БО-02;Общество с ограниченной ответственностью "Инвестторгстрой";RU000A100584;4B02-02-10027-R;2019-03-06
2020-05-08;RU000A1005H4;МОЭК ПАО БО 001Р-01;Публичное акционерное общество "Московская объединенная энергетическая компания";RU000A1005H4;4B02-01-55039-E-001P;2019-03-06
2020-05-08;RU000A1005L6;АФК Система БО 001P-09;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ "СИСТЕМА";RU000A1005L6;4B02-09-01669-A-001P;2019-03-06
2020-05-08;RU000A1005N2;Солид-Лизинг ООО БО-001-04;Общество с ограниченной ответственностью "Солид-Лизинг";RU000A1005N2;4B02-04-00330-R-001P;2019-03-11
2020-05-08;RU000A1005T9;ФПК Гарант-Инвест БО 001P-05;Акционерное общество "Коммерческая недвижимость Финансово-промышленной корпорации "Гарант-Инвест";RU000A1005T9;4B02-05-71794-H-001P;2019-03-12
2020-05-08;RU000A1005Y9;РОЛЬФ ООО БО 001Р-01;Общество с ограниченной ответственностью "РОЛЬФ";RU000A1005Y9;4B02-01-00406-R-001P;2019-03-12
2020-05-08;RU000A100634;Сбербанк ПАО ИОС 001P-67R;Публичное акционерное общество "Сбербанк России";RU000A100634;4B026601481B001P;2019-03-28
2020-05-08;RU000A100691;ВБРР 001P-03;Акционерное общество "Всероссийский банк развития регионов";RU000A100691;4B020303287B001P;2019-03-15
2020-05-08;RU000A1006B5;Мясничий БО-П03;Общество с ограниченной ответственностью Торговый Дом "Мясничий";RU000A1006B5;4B02-03-00317-R-001P;2019-03-15
2020-05-08;RU000A1006C3;Пионер-Лизинг БО-П02;Общество с ограниченной ответственностью "Пионер-Лизинг";RU000A1006C3;4B02-02-00331-R-001P;2019-03-15
2020-05-08;RU000A1006G4;МегаФон ПАО БО-001P-06;Публичное акционерное общество "МегаФон";RU000A1006G4;4B02-06-00822-J-001P;2019-03-18
2020-05-08;RU000A1006R1;Сбербанк ПАО ИОС 001P-72R;Публичное акционерное общество "Сбербанк России";RU000A1006R1;4B026801481B001P;2019-03-21
2020-05-08;RU000A100725;Брайт Финанс ООО БО-П01;Общество с ограниченной ответственностью "Брайт Финанс";RU000A100725;4B02-01-00403-R-001P;2019-03-28
2020-05-08;RU000A100733;АВТОБАН-Финанс АО БО-П02;Акционерное общество "АВТОБАН-Финанс";RU000A100733;4B02-02-82416-H-001P;2019-03-26
2020-05-08;RU000A100741;Трейдберри ООО БО-П01;Общество с ограниченной ответственностью "Трейдберри";RU000A100741;4B02-01-00434-R-001P;2019-03-26
2020-05-08;RU000A100758;Сбербанк ПАО ИОС 001P-78R;Публичное акционерное общество "Сбербанк России";RU000A100758;4B027301481B001P;2019-03-29
2020-05-08;RU000A100782;Лента ООО БО-001P-02;Общество с ограниченной ответственностью "Лента";RU000A100782;4B02-02-36420-R-001P;2019-03-27
2020-05-08;RU000A100790;ТРИНФИКО Холдингс БО-01;Закрытое акционерное общество "ТРИНФИКО Холдингс";RU000A100790;4B02-01-34149-H;2019-03-27
2020-05-08;RU000A1007B3;Сбербанк ПАО ИОС 001P-70R;Публичное акционерное общество "Сбербанк России";RU000A1007B3;4B027001481B001P;2019-04-15
2020-05-08;RU000A1007C1;Сбербанк ПАО ИОС 001P-71R;Публичное акционерное общество "Сбербанк России";RU000A1007C1;4B027101481B001P;2019-04-15
2020-05-08;RU000A1007H0;Славнефть БО 001Р-02;Публичное акционерное общество "Нефтегазовая компания "Славнефть";RU000A1007H0;4B02-02-00221-A-001P;2019-03-28
2020-05-08;RU000A1007Q1;АВАНГАРД АКБ ПАО БО-001P-02;Акционерный Коммерческий банк "АВАНГАРД" - публичное акционерное общество;RU000A1007Q1;4B020202879B001P;2019-03-28
2020-05-08;RU000A1007T5;Сбербанк ПАО ИОС 001P-74R;Публичное акционерное общество "Сбербанк России";RU000A1007T5;4B027401481B001P;2019-03-29
2020-05-08;RU000A1007U3;АРАГОН ООО БО-П01;Общество с ограниченной ответственностью "АРАГОН";RU000A1007U3;4B02-01-00350-R-001P;2019-03-29
2020-05-08;RU000A1007V1;КАМАЗ ПАО БО-П02;Публичное акционерное общество "КАМАЗ";RU000A1007V1;4B02-02-55010-D-001P;2019-03-29
2020-05-08;RU000A1007Z2;РЖД ОАО БО 001Р-13R;Открытое акционерное общество "Российские железные дороги";RU000A1007Z2;4B02-13-65045-D-001P;2019-04-01
2020-05-08;RU000A100881;Ростелеком ПАО 001P-05R;Публичное акционерное общество "Ростелеком";RU000A100881;4B02-05-00124-A-001P;2019-04-03
2020-05-08;RU000A1008A3;Сбербанк ПАО ИОС 001P-73R;Публичное акционерное общество "Сбербанк России";RU000A1008A3;4B026901481B001P;2019-04-04
2020-05-08;RU000A1008B1;Тинькофф Банк БО 001Р-02R;Акционерное общество "Тинькофф Банк";RU000A1008B1;4B020202673B001P;2019-04-03
2020-05-08;RU000A1008D7;РЖД ОАО БО 001Р-14R;Открытое акционерное общество "Российские железные дороги";RU000A1008D7;4B02-14-65045-D-001P;2019-04-04
2020-05-08;RU000A1008J4;АФК Система БО 001P-10;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ "СИСТЕМА";RU000A1008J4;4B02-10-01669-A-001P;2019-04-05
2020-05-08;RU000A1008P1;ПАО НК Роснефть 002P-06;Публичное акционерное общество "Нефтяная компания "Роснефть";RU000A1008P1;4B02-06-00122-A-002P;2019-04-05
2020-05-08;RU000A1008V9;РОСНАНО АО 08;акционерное общество "РОСНАНО";RU000A1008V9;4-08-55477-E;2019-04-08
2020-05-08;RU000A1008W7;Северсталь ПАО БО-06;Публичное акционерное общество "Северсталь";RU000A1008W7;4B02-06-00143-A;2019-04-09
2020-05-08;RU000A1008Y3;Почта России (АО) БО-001P-07;акционерное общество "Почта России";RU000A1008Y3;4B02-07-00005-T-001P;2019-04-09
2020-05-08;RU000A1008Z0;ЕвроХим МХК АО БО-001Р-03;Акционерное общество "Минерально-химическая компания "ЕвроХим";RU000A1008Z0;4B02-03-31153-H-001P;2019-04-09
2020-05-08;RU000A100923;Сбербанк ПАО ИОС 001P-76R;Публичное акционерное общество "Сбербанк России";RU000A100923;4B027501481B001P;2019-04-30
2020-05-08;RU000A100931;Сбербанк ПАО ИОС 001P-77R;Публичное акционерное общество "Сбербанк России";RU000A100931;4B027601481B001P;2019-04-30
2020-05-08;RU000A100998;АЛЬФА-БАНК АО БО 002Р-04;АКЦИОНЕРНОЕ ОБЩЕСТВО "АЛЬФА-БАНК";RU000A100998;4B020401326B002P;2019-04-12
2020-05-08;RU000A1009B9;Детский мир ПАО БО-07;Публичное акционерное общество "Детский мир";RU000A1009B9;4B02-07-00844-A;2019-04-15
2020-05-08;RU000A1009G8;ГПБ (АО) БО 002P-08;"Газпромбанк" (Акционерное общество);RU000A1009G8;4B020800354B002P;2019-04-26
2020-05-08;RU000A1009M6;Трансмашхолдинг АО ПБО-03;акционерное общество "Трансмашхолдинг";RU000A1009M6;4B02-03-35992-H-001P;2019-04-17
2020-05-08;RU000A1009R5;ФЭС-Агро ООО БО-01;Общество с ограниченной ответственностью "ФЭС-Агро";RU000A1009R5;4B02-01-00435-R;2019-04-18
2020-05-08;RU000A1009Z8;О'КЕЙ ООО БО 001Р-02;Общество с ограниченной ответственностью "О'КЕЙ";RU000A1009Z8;4B02-02-36415-R-001P;2019-04-19
2020-05-08;RU000A100A33;БуроваяКомп Евразия БО-001P-2;Общество с ограниченной ответственностью "Буровая компания "Евразия" (ООО "Буровая компания "Евразия");RU000A100A33;4B02-02-36403-R-001P;2019-04-23
2020-05-08;RU000A100A41;Элемент Лизинг БО 001P-02;Общество с ограниченной ответственностью "Элемент Лизинг";RU000A100A41;4B02-02-36193-R-001P;2019-04-23
2020-05-08;RU000A100A58;Мобильные ТелеСистемы 001P-08;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A100A58;4B02-08-04715-A-001P;2019-04-22
2020-05-08;RU000A100A66;Мобильные ТелеСистемы 001P-09;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A100A66;4B02-09-04715-A-001P;2019-04-22
2020-05-08;RU000A100A90;РН БАНК АО БО-001Р-05;Акционерное общество "РН Банк";RU000A100A90;4B020500170B001P;2019-04-23
2020-05-08;RU000A100AA4;ТАЛАН-ФИНАНС БО 001Р-01;Общество с ограниченной ответственностью "ТАЛАН-ФИНАНС";RU000A100AA4;4B02-01-00416-R-001P;2019-04-25
2020-05-08;RU000A100AB2;ИКС 5 ФИНАНС 001P-05;Общество с ограниченной ответственностью "ИКС 5 ФИНАНС";RU000A100AB2;4B02-05-36241-R-001P;2019-04-23
2020-05-08;RU000A100AD8;МОЭСК ПАО БО 001Р-01;Публичное акционерное  общество "Московская объединенная электросетевая компания";RU000A100AD8;4B02-01-65116-D-001P;2019-04-23
2020-05-08;RU000A100AF3;ГПБ (АО) БО 001Р-09Р;"Газпромбанк" (Акционерное общество);RU000A100AF3;4B020900354B001P;2019-04-23
2020-05-08;RU000A100AK3;Сбербанк ПАО ИОС 001P-81R;Публичное акционерное общество "Сбербанк России";RU000A100AK3;4B027801481B001P;2019-04-25
2020-05-08;RU000A100AN7;МОЭК ПАО БО 001Р-02;Публичное акционерное общество "Московская объединенная энергетическая компания";RU000A100AN7;4B02-02-55039-E-001P;2019-04-24
2020-05-08;RU000A100AP2;ХК Финанс ООО БО 001Р-03;Общество с ограниченной ответственностью "ХК Финанс";RU000A100AP2;4B02-03-36426-R-001P;2019-04-25
2020-05-08;RU000A100AZ1;ТрансКомплектХолдинг ООО БО-П3;акционерное общество "ТрансКомплектХолдинг";RU000A100AZ1;4B02-03-16592-A-001P;2019-04-26
2020-05-08;RU000A100B16;РОСБАНК БО-002P-05;Публичное акционерное общество РОСБАНК;RU000A100B16;4B020402272B002P;2019-04-26
2020-05-08;RU000A100B40;Автодор ГК БО-002Р-03;Государственная компания "Российские автомобильные дороги";RU000A100B40;4B02-03-00011-T-002P;2019-04-26
2020-05-08;RU000A100B57;Сбербанк ПАО ИОС 001P-83R;Публичное акционерное общество "Сбербанк России";RU000A100B57;4B028101481B001P;2019-05-30
2020-05-08;RU000A100BB0;РУСАЛ Братск БО-001P-01;Публичное акционерное общество "РУСАЛ Братский алюминиевый завод";RU000A100BB0;4B02-01-20075-F-001P;2019-04-29
2020-05-08;RU000A100BM7;ВЭБ.РФ ПБО-001Р-16;государственная корпорация развития "ВЭБ.РФ";RU000A100BM7;4B02-163-00004-T-001P;2019-04-30
2020-05-08;RU000A100BP0;Сбербанк ПАО ИОС 001P-86R;Публичное акционерное общество "Сбербанк России";RU000A100BP0;4B028201481B001P;2019-04-30
2020-05-08;RU000A100BR6;Сбербанк ПАО ИОС 001P-79R;Публичное акционерное общество "Сбербанк России";RU000A100BR6;4B028001481B001P;2019-05-07
2020-05-08;RU000A100CD4;Сбербанк ПАО ИОС 001P-84R;Публичное акционерное общество "Сбербанк России";RU000A100CD4;4B028301481B001P;2019-05-30
2020-05-08;RU000A100CG7;ОбъединениеАгроЭлита  БО-П03;Общество с ограниченной ответственностью "ОбъединениеАгроЭлита";RU000A100CG7;4B02-03-00320-R-001P;2019-05-20
2020-05-08;RU000A100CS2;Банк ВТБ (ПАО) Б-1-29;Банк ВТБ (публичное акционерное общество);RU000A100CS2;4B022901000B001P;2019-05-22
2020-05-08;RU000A100CT0;Онлайн Микрофинанс БО-01;Общество с ограниченной ответственностью "Онлайн Микрофинанс";RU000A100CT0;4B02-01-00459-R;2019-05-23
2020-05-08;RU000A100DA8;СберИОС 001Р-88R USDRUB RA 5.5;Публичное акционерное общество "Сбербанк России";RU000A100DA8;4B028501481B001P;2019-06-10
2020-05-08;RU000A100DC4;МСБ-Лизинг 002Р-02;Общество с ограниченной ответственностью "МСБ-Лизинг";RU000A100DC4;4B02-02-24004-R-001P;2019-05-27
2020-05-08;RU000A100DF7;ЧЗПСН-Профнастил ПАО БО-П01;Публичное акционерное общество "Челябинский завод профилированного стального настила";RU000A100DF7;4B02-01-45194-D-001P;2019-05-27
2020-05-08;RU000A100DG5;АО ЛК Европлан БО-06;Акционерное общество "Лизинговая компания "Европлан";RU000A100DG5;4B02-06-56453-P;2019-05-28
2020-05-08;RU000A100DL5;СберИОС 001Р-89R 3.5Y PP 105%;Публичное акционерное общество "Сбербанк России";RU000A100DL5;4B028601481B001P;2019-05-28
2020-05-08;RU000A100DM3;ТЕХНО Лизинг 001P-01;Общество с ограниченной ответственностью "ТЕХНО Лизинг";RU000A100DM3;4B02-01-00455-R-001P;2019-05-28
2020-05-08;RU000A100DQ4;ДОМ.РФ Ипотечный агент 09-002P;Общество с ограниченной ответственностью "ДОМ.РФ Ипотечный агент";RU000A100DQ4;4-09-00307-R-002P;2019-05-29
2020-05-08;RU000A100DZ5;ИКБ Совкомбанк ПАО обл. БО-П01;Публичное акционерное общество "Совкомбанк";RU000A100DZ5;4B020100963B001P;2019-05-30
2020-05-08;RU000A100E39;Транснефть ПАО БО-001P-11;Публичное акционерное общество "Транснефть";RU000A100E39;4B02-11-00206-A-001P;2019-05-31
2020-05-08;RU000A100E70;ТаксовичкоФ БО-П01;Общество с ограниченной ответственностью "Транс-Миссия";RU000A100E70;4B02-01-00447-R-001P;2019-06-03
2020-05-08;RU000A100E88;Федерал пассажир комп 001Р-06;Акционерное общество "Федеральная пассажирская компания";RU000A100E88;4B02-06-55465-E-001P;2019-06-03
2020-05-08;RU000A100EB4;СберИОС 001Р-93R IMOEX_asn 110;Публичное акционерное общество "Сбербанк России";RU000A100EB4;4B029001481B001P;2019-06-28
2020-05-08;RU000A100EC2;СберИОС 001Р-95R 5Y BANKS 10%;Публичное акционерное общество "Сбербанк России";RU000A100EC2;4B029101481B001P;2019-06-21
2020-05-08;RU000A100EJ7;Банк ВТБ (ПАО) Б-1-18;Банк ВТБ (публичное акционерное общество);RU000A100EJ7;4B021801000B001P;2019-06-04
2020-05-08;RU000A100EN9;Банк ВТБ (ПАО) Б-1-30;Банк ВТБ (публичное акционерное общество);RU000A100EN9;4B023001000B001P;2019-06-06
2020-05-08;RU000A100ER0;РОСНАНО АО БО-002P-01;акционерное общество "РОСНАНО";RU000A100ER0;4B02-01-55477-E-002P;2019-06-05
2020-05-08;RU000A100ET6;ДОМ.РФ АО 001Р-06R;Акционерное общество "ДОМ.РФ";RU000A100ET6;4B02-06-00739-A-001P;2019-06-06
2020-05-08;RU000A100EV2;УОМЗ ПО АО БО-П01;Акционерное общество "Производственное объединение "Уральский оптико-механический завод" имени Э.С. Яламова";RU000A100EV2;4B02-01-55470-E-001P;2019-06-06
2020-05-08;RU000A100EW0;ПАО ОТКРЫТИЕ ФК Банк БО-ИО01;Публичное акционерное общество Банк "Финансовая Корпорация Открытие";RU000A100EW0;4B020402209B001P;2019-06-06
2020-05-08;RU000A100EX8;Газпром капитал ООО БО-001Р-01;Общество с ограниченной ответственностью "Газпром капитал";RU000A100EX8;4B02-01-36400-R-001P;2019-06-06
2020-05-08;RU000A100F95;РЕСО-Лизинг ООО БО-П-04;Общество с ограниченной ответственностью "РЕСО-Лизинг";RU000A100F95;4B02-04-36419-R-001P;2019-06-11
2020-05-08;RU000A100FC9;СберИОС 001Р-97R 2Y ARN 5.60%;Публичное акционерное общество "Сбербанк России";RU000A100FC9;4B029401481B001P;2019-06-28
2020-05-08;RU000A100FE5;ГТЛК БО 001P-14;публичное акционерное общество "Государственная транспортная лизинговая компания";RU000A100FE5;4B02-14-32432-H-001P;2019-06-13
2020-05-08;RU000A100FF2;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П01;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A100FF2;4B020101978B001P;2019-06-11
2020-05-08;RU000A100FG0;СберИОС 001Р-100R 3.5Y PP 105%;Публичное акционерное общество "Сбербанк России";RU000A100FG0;4B029301481B001P;2019-06-11
2020-05-08;RU000A100FH8;СберИОС 001Р-90R 3.5Y O.G.105;Публичное акционерное общество "Сбербанк России";RU000A100FH8;4B028901481B001P;2019-06-11
2020-05-08;RU000A100FR7;КАМАЗ ПАО БО-П03;Публичное акционерное общество "КАМАЗ";RU000A100FR7;4B02-03-55010-D-001P;2019-06-14
2020-05-08;RU000A100FW7;Банк ВТБ (ПАО) Б-1-25;Банк ВТБ (публичное акционерное общество);RU000A100FW7;4B022501000B001P;2019-06-17
2020-05-08;RU000A100FY3;ГрузовичкоФ-Центр ООО БО-П03;Общество с ограниченной ответственностью "ГрузовичкоФ-Центр";RU000A100FY3;4B02-03-00337-R-001P;2019-06-19
2020-05-08;RU000A100FZ0;КИСТОЧКИ Финанс ООО БО-П01;Общество с ограниченной ответственностью "КИСТОЧКИ Финанс";RU000A100FZ0;4B02-01-00419-R-001P;2019-06-18
2020-05-08;RU000A100G03;БуроваяКомп Евразия БО-001P-3;Общество с ограниченной ответственностью "Буровая компания "Евразия" (ООО "Буровая компания "Евразия");RU000A100G03;4B02-03-36403-R-001P;2019-06-18
2020-05-08;RU000A100GG8;СберИОС 001Р-94R 1Y KR>={6.90};Публичное акционерное общество "Сбербанк России";RU000A100GG8;4B029501481B001P;2019-06-28
2020-05-08;RU000A100GK0;МигКредит БО-01МС;Общество с ограниченной ответственностью микрофинансовая компания "МигКредит";RU000A100GK0;4B02-01-00340-R-001P;2019-06-24
2020-05-08;RU000A100GM6;Россельхозбанк АО БО-09Р;Акционерное общество "Российский Сельскохозяйственный банк";RU000A100GM6;4B020903349B001P;2019-06-25
2020-05-08;RU000A100GW5;АЛЬФА-БАНК С01-01;АКЦИОНЕРНОЕ ОБЩЕСТВО "АЛЬФА-БАНК";RU000A100GW5;40101326B001P;2019-06-27
2020-05-08;RU000A100GY1;ВЭБ.РФ ПБО-001Р-17;государственная корпорация развития "ВЭБ.РФ";RU000A100GY1;4B02-177-00004-T-001P;2019-06-27
2020-05-08;RU000A100H02;Магнит ПАО БО-003Р-03;Публичное акционерное общество "Магнит";RU000A100H02;4B02-03-60525-P-003P;2019-06-27
2020-05-08;RU000A100H28;СберИОС 001Р-99R MOEX RX 47;Публичное акционерное общество "Сбербанк России";RU000A100H28;4B0210101481B001P;2019-06-27
2020-05-08;RU000A100H44;СберИОС 001Р-101R 3.5Y PP 105%;Публичное акционерное общество "Сбербанк России";RU000A100H44;4B0210001481B001P;2019-06-27
2020-05-08;RU000A100H51;СберИОС 001Р-85R 3Y S&P_ROT;Публичное акционерное общество "Сбербанк России";RU000A100H51;4B028401481B001P;2019-06-28
2020-05-08;RU000A100H69;СберИОС 001Р-107R GAZP_asn 100;Публичное акционерное общество "Сбербанк России";RU000A100H69;4B029801481B001P;2019-07-30
2020-05-08;RU000A100H77;СберИОС 001Р-108R 1Y USDRUB RA;Публичное акционерное общество "Сбербанк России";RU000A100H77;4B029901481B001P;2019-07-15
2020-05-08;RU000A100HE1;АЗБУКА_ВКУСА_БОП1;Общество с ограниченной ответственностью "Городской супермаркет";RU000A100HE1;4B02-01-36155-R-001P;2019-06-28
